1	1022	latitude longitude time
2	786	latitude longitude time
3	7072	latitude longitude time
4	562	latitude longitude time
5	7432	latitude longitude time
6	6306	latitude longitude time
7	8203	latitude longitude time
8	7583	latitude longitude time
9	846	latitude longitude time
10	4626	latitude longitude time
11	1022	latitude longitude time
12	786	latitude longitude time
13	7072	latitude longitude time
14	562	latitude longitude time
15	7432	latitude longitude time
16	6306	latitude longitude time
17	8203	latitude longitude time
18	7583	latitude longitude time
19	846	latitude longitude time
20	4626	latitude longitude time
21	2831	latitude longtitude
22	4128	latitude longtitude
23	1696	latitude longtitude
24	1576	latitude longtitude
25	4467	latitude longtitude
26	1022	latitude longtitude
27	767	latitude longtitude
28	5893	latitude longtitude
29	6088	latitude longtitude
30	8440	latitude longtitude
31	1022	latitude longitude time
32	786	latitude longitude time
33	7072	latitude longitude time
34	562	latitude longitude time
35	7432	latitude longitude time
36	6306	latitude longitude time
37	8203	latitude longitude time
38	7583	latitude longitude time
39	846	latitude longitude time
40	4626	latitude longitude time
41	1022	latitude longitude time
42	786	latitude longitude time
43	7072	latitude longitude time
44	562	latitude longitude time
45	7432	latitude longitude time
46	6306	latitude longitude time
47	8203	latitude longitude time
48	7583	latitude longitude time
49	846	latitude longitude time
50	4626	latitude longitude time
51	1022	latitude longitude time
52	786	latitude longitude time
53	7072	latitude longitude time
54	562	latitude longitude time
55	7432	latitude longitude time
56	6306	latitude longitude time
57	8203	latitude longitude time
58	7583	latitude longitude time
59	846	latitude longitude time
60	4626	latitude longitude time
61	1022	latitude longitude time
62	786	latitude longitude time
63	7072	latitude longitude time
64	562	latitude longitude time
65	7432	latitude longitude time
66	6306	latitude longitude time
67	8203	latitude longitude time
68	7583	latitude longitude time
69	846	latitude longitude time
70	4626	latitude longitude time
71	2831	latitude longitude
72	4128	latitude longitude
73	1696	latitude longitude
74	1576	latitude longitude
75	4467	latitude longitude
76	1022	latitude longitude
77	767	latitude longitude
78	5893	latitude longitude
79	6088	latitude longitude
80	8440	latitude longitude
81	40	name country institution
82	8705	name country institution
83	7078	name country institution
84	2669	name country institution
85	9399	name country institution
86	307	name country institution
87	226	name country institution
88	1461	name country institution
89	6284	name country institution
90	3970	name country institution
91	40	name country institution
92	8705	name country institution
93	7078	name country institution
94	2669	name country institution
95	9399	name country institution
96	307	name country institution
97	226	name country institution
98	1461	name country institution
99	6284	name country institution
100	3970	name country institution
101	40	name country institution
102	8705	name country institution
103	7078	name country institution
104	2669	name country institution
105	9399	name country institution
106	307	name country institution
107	226	name country institution
108	1461	name country institution
109	6284	name country institution
110	3970	name country institution
111	40	name country institution
112	8705	name country institution
113	7078	name country institution
114	2669	name country institution
115	9399	name country institution
116	307	name country institution
117	226	name country institution
118	1461	name country institution
119	6284	name country institution
120	3970	name country institution
121	40	name country institution
122	8705	name country institution
123	7078	name country institution
124	2669	name country institution
125	9399	name country institution
126	307	name country institution
127	226	name country institution
128	1461	name country institution
129	6284	name country institution
130	3970	name country institution
131	40	name country institution
132	8705	name country institution
133	7078	name country institution
134	2669	name country institution
135	9399	name country institution
136	307	name country institution
137	226	name country institution
138	1461	name country institution
139	6284	name country institution
140	3970	name country institution
141	40	name country institution
142	8705	name country institution
143	7078	name country institution
144	2669	name country institution
145	9399	name country institution
146	307	name country institution
147	226	name country institution
148	1461	name country institution
149	6284	name country institution
150	3970	name country institution
151	40	name country institution
152	8705	name country institution
153	7078	name country institution
154	2669	name country institution
155	9399	name country institution
156	307	name country institution
157	226	name country institution
158	1461	name country institution
159	6284	name country institution
160	3970	name country institution
161	40	name country institution
162	8705	name country institution
163	7078	name country institution
164	2669	name country institution
165	9399	name country institution
166	307	name country institution
167	226	name country institution
168	1461	name country institution
169	6284	name country institution
170	3970	name country institution
171	40	name country institution
172	8705	name country institution
173	7078	name country institution
174	2669	name country institution
175	9399	name country institution
176	307	name country institution
177	226	name country institution
178	1461	name country institution
179	6284	name country institution
180	3970	name country institution
181	269	people download illegal stuff
182	6381	people download illegal stuff
183	206	people download illegal stuff
184	2109	people download illegal stuff
185	7031	people download illegal stuff
186	17	people download illegal stuff
187	3086	people download illegal stuff
188	4592	people download illegal stuff
189	619	people download illegal stuff
190	99	people download illegal stuff
191	8527	dates
192	1688	dates
193	2146	dates
194	6897	dates
195	7871	dates
196	205	dates
197	101	dates
198	3088	dates
199	6635	dates
200	7602	dates
201	7031	number illegal downloaders
202	6381	number illegal downloaders
203	5279	number illegal downloaders
204	269	number illegal downloaders
205	3632	number illegal downloaders
206	619	number illegal downloaders
207	17	number illegal downloaders
208	1766	number illegal downloaders
209	4861	number illegal downloaders
210	206	number illegal downloaders
211	2874	name description location products services
212	226	name description location products services
213	5409	name description location products services
214	2669	name description location products services
215	8677	name description location products services
216	2646	name description location products services
217	5694	name description location products services
218	593	name description location products services
219	9399	name description location products services
220	1461	name description location products services
221	2874	name description location product
222	226	name description location product
223	593	name description location product
224	5955	name description location product
225	1701	name description location product
226	7648	name description location product
227	2669	name description location product
228	8842	name description location product
229	5409	name description location product
230	2646	name description location product
231	2874	name description location products services
232	226	name description location products services
233	5409	name description location products services
234	2669	name description location products services
235	8677	name description location products services
236	2646	name description location products services
237	5694	name description location products services
238	593	name description location products services
239	9399	name description location products services
240	1461	name description location products services
241	5035	name description location services offered
242	3669	name description location services offered
243	7321	name description location services offered
244	2669	name description location services offered
245	1461	name description location services offered
246	9399	name description location services offered
247	4973	name description location services offered
248	5409	name description location services offered
249	3260	name description location services offered
250	6381	name description location services offered
251	2874	name description location products services
252	226	name description location products services
253	5409	name description location products services
254	2669	name description location products services
255	8677	name description location products services
256	2646	name description location products services
257	5694	name description location products services
258	593	name description location products services
259	9399	name description location products services
260	1461	name description location products services
261	2874	name description location products services
262	226	name description location products services
263	5409	name description location products services
264	2669	name description location products services
265	8677	name description location products services
